b,c,w,q,seed,num_rounds,opponent_strategy,swap_mode,memory,model,n_swaps,cooperation_rate,opp_cooperation_rate,parse_failures,total_payoff_raw,c_over_b,direct_reciprocity_favored,indirect_reciprocity_favored
4.0,2.0,1.0,1.0,1,20,grim_trigger,same,1,qwen3-32b-base,0,1.0,1.0,0,80.0,0.5,True,True
4.0,2.0,0.0,0.0,0,20,grim_trigger,same,2,qwen3-32b-base,19,0.95,1.0,0,82.0,0.5,False,False
4.0,2.0,0.0,0.0,1,20,grim_trigger,same,2,qwen3-32b-base,19,0.0,1.0,0,120.0,0.5,False,False
4.0,2.0,0.5,0.0,0,20,grim_trigger,same,2,qwen3-32b-base,12,0.85,1.0,0,86.0,0.5,False,False
4.0,2.0,0.5,0.0,1,20,grim_trigger,same,2,qwen3-32b-base,9,0.7,0.85,0,80.0,0.5,False,False
4.0,2.0,1.0,0.0,0,20,grim_trigger,same,2,qwen3-32b-base,0,1.0,1.0,0,80.0,0.5,True,False
4.0,2.0,1.0,0.0,1,20,grim_trigger,same,2,qwen3-32b-base,0,1.0,1.0,0,80.0,0.5,True,False
4.0,2.0,0.0,0.5,0,20,grim_trigger,same,2,qwen3-32b-base,19,0.35,1.0,0,106.0,0.5,False,False
4.0,2.0,0.0,0.5,1,20,grim_trigger,same,2,qwen3-32b-base,19,0.25,1.0,0,110.0,0.5,False,False
4.0,2.0,0.5,0.5,0,20,grim_trigger,same,2,qwen3-32b-base,12,0.85,0.95,0,82.0,0.5,False,False
4.0,2.0,0.5,0.5,1,20,grim_trigger,same,2,qwen3-32b-base,14,0.9,1.0,0,84.0,0.5,False,False
4.0,2.0,1.0,0.5,0,20,grim_trigger,same,2,qwen3-32b-base,0,1.0,1.0,0,80.0,0.5,True,False
4.0,2.0,1.0,0.5,1,20,grim_trigger,same,2,qwen3-32b-base,0,1.0,1.0,0,80.0,0.5,True,False
4.0,2.0,0.0,1.0,0,20,grim_trigger,same,2,qwen3-32b-base,19,0.9,1.0,0,84.0,0.5,False,True
4.0,2.0,0.0,1.0,1,20,grim_trigger,same,2,qwen3-32b-base,19,0.9,1.0,0,84.0,0.5,False,True
4.0,2.0,0.5,1.0,0,20,grim_trigger,same,2,qwen3-32b-base,11,0.9,1.0,0,84.0,0.5,False,True
4.0,2.0,0.5,1.0,1,20,grim_trigger,same,2,qwen3-32b-base,9,0.95,1.0,0,82.0,0.5,False,True
4.0,2.0,1.0,1.0,0,20,grim_trigger,same,2,qwen3-32b-base,0,1.0,1.0,0,80.0,0.5,True,True
4.0,2.0,1.0,1.0,1,20,grim_trigger,same,2,qwen3-32b-base,0,1.0,1.0,0,80.0,0.5,True,True
4.0,2.0,0.0,0.0,0,20,grim_trigger,same,4,qwen3-32b-base,19,1.0,1.0,0,80.0,0.5,False,False
4.0,2.0,0.0,0.0,1,20,grim_trigger,same,4,qwen3-32b-base,19,0.0,1.0,0,120.0,0.5,False,False
4.0,2.0,0.5,0.0,0,20,grim_trigger,same,4,qwen3-32b-base,12,0.95,1.0,0,82.0,0.5,False,False
4.0,2.0,0.5,0.0,1,20,grim_trigger,same,4,qwen3-32b-base,9,0.95,1.0,0,82.0,0.5,False,False
4.0,2.0,1.0,0.0,0,20,grim_trigger,same,4,qwen3-32b-base,0,1.0,1.0,0,80.0,0.5,True,False
4.0,2.0,1.0,0.0,1,20,grim_trigger,same,4,qwen3-32b-base,0,1.0,1.0,0,80.0,0.5,True,False
4.0,2.0,0.0,0.5,0,20,grim_trigger,same,4,qwen3-32b-base,19,1.0,1.0,0,80.0,0.5,False,False
4.0,2.0,0.0,0.5,1,20,grim_trigger,same,4,qwen3-32b-base,19,0.3,1.0,0,108.0,0.5,False,False
4.0,2.0,0.5,0.5,0,20,grim_trigger,same,4,qwen3-32b-base,12,0.9,0.9,0,76.0,0.5,False,False
4.0,2.0,0.5,0.5,1,20,grim_trigger,same,4,qwen3-32b-base,14,0.4,0.85,0,92.0,0.5,False,False
4.0,2.0,1.0,0.5,0,20,grim_trigger,same,4,qwen3-32b-base,0,1.0,1.0,0,80.0,0.5,True,False
4.0,2.0,1.0,0.5,1,20,grim_trigger,same,4,qwen3-32b-base,0,1.0,1.0,0,80.0,0.5,True,False
4.0,2.0,0.0,1.0,0,20,grim_trigger,same,4,qwen3-32b-base,19,1.0,1.0,0,80.0,0.5,False,True
4.0,2.0,0.0,1.0,1,20,grim_trigger,same,4,qwen3-32b-base,19,1.0,1.0,0,80.0,0.5,False,True
4.0,2.0,0.5,1.0,0,20,grim_trigger,same,4,qwen3-32b-base,11,0.9,1.0,0,84.0,0.5,False,True
4.0,2.0,0.5,1.0,1,20,grim_trigger,same,4,qwen3-32b-base,9,0.95,1.0,0,82.0,0.5,False,True
4.0,2.0,1.0,1.0,0,20,grim_trigger,same,4,qwen3-32b-base,0,1.0,1.0,0,80.0,0.5,True,True
4.0,2.0,1.0,1.0,1,20,grim_trigger,same,4,qwen3-32b-base,0,1.0,1.0,0,80.0,0.5,True,True
